==28806== NVPROF is profiling process 28806, command: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling application: ../../bin/CoMD-acc-v02-tesla
==28806== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
284.28ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [367]
284.29ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [369]
284.29ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [371]
284.31ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [373]
284.32ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [375]
284.33ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [377]
284.33ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [379]
284.35ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [381]
284.35ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [383]
284.36ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [385]
284.37ms  1.0550us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [387]
284.38ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [389]
284.39ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [391]
284.40ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [393]
284.41ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [395]
284.42ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [397]
284.43ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [399]
284.44ms  1.0550us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [401]
284.45ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [403]
284.46ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [405]
284.47ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [407]
284.48ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [409]
284.49ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [411]
284.50ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [413]
284.51ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [415]
284.52ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [417]
284.53ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [419]
284.54ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [421]
284.55ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [423]
284.56ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [425]
284.57ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [427]
284.58ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [429]
284.58ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [431]
284.60ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [433]
284.60ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [435]
284.61ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [437]
284.62ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [439]
284.63ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [441]
284.64ms  1.0550us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [443]
284.65ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [445]
284.66ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [447]
284.67ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [449]
284.68ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [451]
284.69ms  1.0880us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [453]
284.70ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [455]
284.71ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [457]
284.72ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [459]
284.73ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [461]
284.73ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [463]
284.74ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [465]
284.75ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [467]
284.76ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [469]
284.77ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [471]
284.78ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [473]
284.79ms  1.0240us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [475]
284.80ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [477]
284.81ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [479]
284.82ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [481]
284.83ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [483]
284.84ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [485]
284.85ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [487]
284.86ms  1.0240us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [489]
284.86ms  1.0240us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [491]
284.88ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [493]
284.89ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [495]
284.90ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [497]
284.90ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [499]
284.91ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [501]
284.92ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [503]
284.93ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [505]
284.94ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [507]
284.95ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [509]
284.96ms  1.0240us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [511]
284.97ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [513]
284.98ms  1.0550us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [515]
284.99ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [517]
285.00ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [519]
285.01ms  1.0560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -  GeForce GTX 970         1        14  __pgi_uacc_cuda_fill_35_gpu [521]
